# Relative_JD    RV
88.917087  	-5.17
109.786412	-5.660823529
137.707272	-5.33405
165.622822	-3.629125
186.550067	-4.523189873
220.511149	-5.963649123
227.498245	-5.95725
228.546575	-6.004272727
235.508175	-6.072487395
238.500212	-6.133
246.536767	-6.349
259.531485	-5.419
262.539652	-5.275965517
267.492757	-4.891994012
269.50012	  -4.737241379
270.524709	-4.735726027
273.509027	-5.166166667
280.504698	-4.437
287.486567	-4.46988
288.491354	-4.611133333
289.494171	-4.522
290.488091	-4.381720721
294.482872	-4.517
301.484991	-4.360352941
315.478204	-3.512
318.485136	-3.691
322.467363	-3.995153846
410.90729  	-4.818514706
417.899597	-4.61825
424.863947	-4.775952607
431.846114	-4.740760563
445.944723	-5.083
452.798657	-5.053814433
466.777969	-4.583514874
484.881751	-3.6641
487.732674	-3.378207207
492.80059  	-3.619528736
501.765517	-3.915875
508.866616	-4.581880952
520.633577	-4.761892617
529.668138	-4.988
542.609972	-5.036236686
555.644677	-4.53694301
563.558056	-4.328486822
564.757619	-4.132342105
567.599911	-3.971545455
568.50901  	-4.184950355
578.510308	-4.546025281
581.541342	-4.807780105
588.579779	-5.2113
595.560865	-5.324367347
596.526098	-5.638395062
603.549706	-5.625882353
609.604542	-5.621
612.544004	-5.45103012
627.504287	-5.093186047
630.521832	-5.012722628
640.493804	-4.604991948
647.515956	-4.660459259
651.489631	-4.621344828
787.876709	-2.309136428
788.862538	-2.803222371
1001.528567	-1.721946097
1002.485643	-1.719209938
1008.495647	-1.70051487
1015.505287	-1.695607622
1018.494897	-0.986441018
1019.494395	-1.493400614
1022.498571	-2.213857825
1023.493421	-1.3435696
1039.497565	-1.675986756
1040.484361	-1.937698773
1044.486714	-1.859086577
1135.914637	-2.624864651
1145.894857	-1.678836641
1147.884367	-1.683916943
1151.921401	-1.113389226
1155.875011	-1.198054415
1158.899833	-1.147203186
1159.876406	-0.56917053
1166.897624	-0.832825117
1168.854266	-0.666733247
1170.892188	-0.58378472
1176.819928	-0.521210003
1187.776019	-0.201016615
1189.788016	-0.744896548
1194.758868	 0.105916209
1198.886089	-0.47088097
1225.872639	 0.128356368
1229.666988	-0.238476779
1256.6716	  -1.660745869
1261.707934	-1.461200319
1270.557289	-2.291803739
1284.707395	-2.700511226
1285.522155	-2.809009444
1290.530313	-3.05828984
1291.50446	-3.356851298
1295.508832	-3.539238095
1305.527629	-2.374961461
1318.502904	-3.322188408
1323.506117	-2.96215564
1333.638846	-2.448090721
1337.4964  	-2.384030777
1346.558062	-2.506423725
1353.511419	-2.894120304
1360.516507	-2.473768363
1372.532501	-2.604770982
1382.484231	-3.028581744
1499.918574	-0.197888161
1509.8877  	-1.065084924
1513.911732	-1.278211239
1520.9158	  -1.583641171
1526.849599	-1.74778465
1537.834795	-2.229229804
1544.823502	-2.691418293
1558.771889	-3.185092602
1560.850438	-3.096263974
1569.837441	-3.764302392
1582.729896	-3.352496759
1586.861338	-3.574279919
1614.620591	-4.548128507
1621.593643	-2.065733804
1624.775779	-2.209045307
1642.607443	-1.89688898
1649.542325	-1.883347379
1661.557772	-1.638688216
1668.508131	-2.147235276
1669.509799	-2.21623323
1684.519253	-2.487678407
1696.501431	-2.413105026
1705.511956	-2.559167163
1711.589017	-2.33332661
1717.511214	-2.736813421
1718.522027	-2.354833588
1722.524428	-2.861605782
1725.512226	-2.921695411
1733.497573	-2.696739592
1743.488646	-2.068531613
1758.503826	-1.133150626
1760.510825	-1.510396696
1764.487696	-1.858787204
1774.466242	-2.27649704
1781.469542	-2.253429836
1786.469204	-2.551943639
1793.459231	-2.671189414
1863.917061	-3.307529024
1877.882688	-2.868699713
1884.861717	-2.457450269
1890.863367	-2.247260886
1897.855434	-2.290952826
1908.844016	-2.434431305
1915.939744	-2.545821072
1921.779068	-2.337638514
